initial_mass,initial_Z,blue_loop_start_age,blue_loop_end_age,calculated_blue_loop_duration,instability_start_age,instability_end_age,calculated_instability_duration
7.5,0.0065,47383633.79777219,48275655.65599045,892021.8582,47383633.79777219,48275655.65599045,892021.8582
7.5,0.007,47642631.84060916,48612770.46348739,970138.6229,47642631.84060916,48612770.46348739,970138.6229
7.5,0.0075,47876226.575960405,48881023.16500951,1004796.589,47876226.575960405,48881023.16500951,1004796.589
7.5,0.008,48140689.13053863,49145710.994924,1005021.8644,48140689.13053863,49145710.994924,1005021.8644
7.5,0.0085,48407298.02018029,49428315.11750529,1021017.0973,48407298.02018029,49428315.11750529,1021017.0973
7.5,0.009,48663027.61412021,49702154.07291184,1039126.4588,48663027.61412021,49702154.07291184,1039126.4588
7.5,0.0095,48919040.24887216,49985266.31445821,1066226.0656,48919040.24887216,49985266.31445821,1066226.0656
7.5,0.01,49204511.78252879,50223544.56340881,1019032.7809,49204511.78252879,50223544.56340881,1019032.7809
7.5,0.0105,49393347.79259081,50431816.150368765,1038468.3578,49393347.79259081,50431816.150368765,1038468.3578
7.5,0.011,49593303.76153032,50646749.79434392,1053446.0328,49593303.76153032,50646749.79434392,1053446.0328
7.5,0.0115,49788306.76598909,50835614.54100089,1047307.775,49788306.76598909,50835614.54100089,1047307.775
7.5,0.012,49992960.99619849,51045199.71252994,1052238.7163,49992960.99619849,51045199.71252994,1052238.7163
7.5,0.0125,50186714.97981708,51231953.34191068,1045238.3621,50186714.97981708,51231953.34191068,1045238.3621
7.5,0.013,50364298.945760936,51429444.47641519,1065145.5307,50364298.945760936,51429444.47641519,1065145.5307
7.5,0.0135,50578059.670308106,51633368.86817491,1055309.1979,50578059.670308106,51633368.86817491,1055309.1979
7.5,0.014,50772618.7274269,51831725.50938466,1059106.782,50772618.7274269,51831725.50938466,1059106.782
7.5,0.0145,50975328.01130288,52016930.227554776,1041602.2163,50975328.01130288,52016930.227554776,1041602.2163
7.5,0.015,51201143.19557387,52199962.551388405,998819.3558,51201143.19557387,52199962.551388405,998819.3558
7.5,0.0155,51385429.50519239,52395254.64747527,1009825.1423,51385429.50519239,52395254.64747527,1009825.1423
7.5,0.016,51607917.43441312,52574634.36548065,966716.9311,51607917.43441312,52574634.36548065,966716.9311
7.5,0.0165,51822992.10395553,52750552.92552567,927560.8216,51822992.10395553,52750552.92552567,927560.8216
7.5,0.017,52022722.36070214,52920674.28013638,897951.9194,52022722.36070214,52920674.28013638,897951.9194
7.5,0.0175,52226247.59178807,53098719.3542112,872471.7624,52226247.59178807,53098719.3542112,872471.7624
7.5,0.018,52452033.86532811,53263509.38705694,811475.5217,52452033.86532811,53263509.38705694,811475.5217
7.5,0.0185,52658281.68542046,53430774.897743896,772493.2123,52658281.68542046,53430774.897743896,772493.2123
7.5,0.019,52889123.93551086,53582240.90140222,693116.9659,52889123.93551086,53582240.90140222,693116.9659
7.5,0.0195,53103040.29895494,53731235.182728976,628194.8838,53103040.29895494,53731235.182728976,628194.8838
7.5,0.02,53316136.18194502,53879622.63253761,563486.4506,53316136.18194502,53879622.63253761,563486.4506
8.0,0.0015,38479229.83134098,39764515.43515558,1285285.6038,38479229.83134098,39764515.43515558,1285285.6038
8.0,0.002,39100614.078310974,40037375.9626864,936761.8844,39100614.078310974,40037375.9626864,936761.8844
8.0,0.0025,39634322.98999125,40235222.943258606,600899.9533,39634322.98999125,40235222.943258606,600899.9533
8.0,0.006,41717723.2400044,42139133.08132278,421409.8413,41717723.2400044,42139133.08132278,421409.8413
8.0,0.0065,41858272.153682016,42495611.79178731,637339.6381,41858272.153682016,42495611.79178731,637339.6381
8.0,0.007,42028010.320664056,42753968.20853502,725957.8879,42028010.320664056,42753968.20853502,725957.8879
8.0,0.0075,42240042.184437305,43022262.15724463,782219.9728,42240042.184437305,43022262.15724463,782219.9728
8.0,0.008,42424310.30056054,43245969.20929372,821658.9087,42424310.30056054,43245969.20929372,821658.9087
8.0,0.0085,42623550.61855563,43473723.96249943,850173.3439,42623550.61855563,43473723.96249943,850173.3439
8.0,0.009,42833588.40280067,43690968.608201005,857380.2054,42833588.40280067,43690968.608201005,857380.2054
8.0,0.0095,43031401.75661015,43889695.62456936,858293.868,43031401.75661015,43889695.62456936,858293.868
8.0,0.01,43248873.40888497,44107883.27248815,859009.8636,43248873.40888497,44107883.27248815,859009.8636
8.0,0.0105,43409234.54506311,44277758.78028938,868524.2352,43409234.54506311,44277758.78028938,868524.2352
8.0,0.011,43560019.81798642,44421534.75644301,861514.9385,43560019.81798642,44421534.75644301,861514.9385
8.0,0.0115,43708560.31597385,44576460.09007838,867899.7741,43708560.31597385,44576460.09007838,867899.7741
8.0,0.012,43859956.96108241,44744600.496847294,884643.5358,43859956.96108241,44744600.496847294,884643.5358
8.0,0.0125,44020801.50089707,44906046.75206241,885245.2512,44020801.50089707,44906046.75206241,885245.2512
8.0,0.013,44178326.33421288,45053440.05079035,875113.7166,44178326.33421288,45053440.05079035,875113.7166
8.0,0.0135,44316403.24441449,45205131.254552506,888728.0101,44316403.24441449,45205131.254552506,888728.0101
8.0,0.014,44474637.44008925,45354982.61904099,880345.179,44474637.44008925,45354982.61904099,880345.179
8.0,0.0145,44637545.64524654,45516853.49377104,879307.8485,44637545.64524654,45516853.49377104,879307.8485
8.0,0.015,44809662.68227307,45674237.81407253,864575.1318,44809662.68227307,45674237.81407253,864575.1318
8.0,0.0155,44975424.30131987,45824960.0299263,849535.7286,44975424.30131987,45824960.0299263,849535.7286
8.0,0.016,45134811.3645844,45961384.15546667,826572.7909,45134811.3645844,45961384.15546667,826572.7909
8.0,0.0165,45302322.1961019,46112499.43982376,810177.2437,45302322.1961019,46112499.43982376,810177.2437
8.0,0.017,45464944.12685217,46250079.29367504,785135.1668,45464944.12685217,46250079.29367504,785135.1668
8.0,0.0175,45624467.835048646,46383046.37105799,758578.536,45624467.835048646,46383046.37105799,758578.536
8.0,0.018,45792832.1363773,46526024.46603444,733192.3297,45792832.1363773,46526024.46603444,733192.3297
8.0,0.0185,45962019.422503866,46656816.53287565,694797.1104,45962019.422503866,46656816.53287565,694797.1104
